dataset,path,relative_path,width,height,short_side,low_res_lt512,mask_found,person_area_ratio,full_lap,full_ten,person_lap,person_ten,primary_type,primary_lap,primary_ten,quality_rank,severe_suspect,suspect_blur
iPER,/home/shangguanrz/project/pic-edit/datasets/iPER/iper_sampled_6src64tgt/013_1/rgb_1024/target/target_f001360.png,013_1/rgb_1024/target/target_f001360.png,1024,1024,1024,False,False,,87.70730015482695,3467.764389038086,,,full,87.70730015482695,3467.764389038086,0.008298455765622745,True,True
iPER,/home/shangguanrz/project/pic-edit/datasets/iPER/iper_sampled_6src64tgt/013_1/rgb_1024/source_standard/source_standard_f000468.png,013_1/rgb_1024/source_standard/source_standard_f000468.png,1024,1024,1024,False,False,,90.64019380229,3333.7129974365234,,,full,90.64019380229,3333.7129974365234,0.008370616250541203,True,True
iPER,/home/shangguanrz/project/pic-edit/datasets/iPER/iper_sampled_6src64tgt/019_1/rgb_1024/target/target_f000926.png,019_1/rgb_1024/target/target_f000926.png,1024,1024,1024,False,False,,89.3087918832316,3431.0222930908203,,,full,89.3087918832316,3431.0222930908203,0.008370616250541203,True,True
iPER,/home/shangguanrz/project/pic-edit/datasets/iPER/iper_sampled_6src64tgt/019_1/rgb_1024/target/target_f001257.png,019_1/rgb_1024/target/target_f001257.png,1024,1024,1024,False,False,,88.05433251299836,3464.954475402832,,,full,88.05433251299836,3464.954475402832,0.008442776735459663,True,True
iPER,/home/shangguanrz/project/pic-edit/datasets/iPER/iper_sampled_6src64tgt/014_1/rgb_1024/target/target_f000658.png,014_1/rgb_1024/target/target_f000658.png,1024,1024,1024,False,False,,94.18501797498902,3013.529022216797,,,full,94.18501797498902,3013.529022216797,0.008803579160051955,True,True
iPER,/home/shangguanrz/project/pic-edit/datasets/iPER/iper_sampled_6src64tgt/019_1/rgb_1024/target/target_f001120.png,019_1/rgb_1024/target/target_f001120.png,1024,1024,1024,False,False,,88.45566922378201,3504.3985443115234,,,full,88.45566922378201,3504.3985443115234,0.009380863039399626,True,True
iPER,/home/shangguanrz/project/pic-edit/datasets/iPER/iper_sampled_6src64tgt/019_1/rgb_1024/target/target_f000915.png,019_1/rgb_1024/target/target_f000915.png,1024,1024,1024,False,False,,88.64312717225403,3492.07666015625,,,full,88.64312717225403,3492.07666015625,0.009453023524318083,True,True
iPER,/home/shangguanrz/project/pic-edit/datasets/iPER/iper_sampled_6src64tgt/019_2/rgb_1024/target/target_f000406.png,019_2/rgb_1024/target/target_f000406.png,1024,1024,1024,False,False,,89.83519354775488,3457.215187072754,,,full,89.83519354775488,3457.215187072754,0.009741665463991918,True,True
iPER,/home/shangguanrz/project/pic-edit/datasets/iPER/iper_sampled_6src64tgt/013_1/rgb_1024/target/target_f001429.png,013_1/rgb_1024/target/target_f001429.png,1024,1024,1024,False,False,,89.80506109440466,3459.833106994629,,,full,89.80506109440466,3459.833106994629,0.009885986433828835,True,True
iPER,/home/shangguanrz/project/pic-edit/datasets/iPER/iper_sampled_6src64tgt/014_1/rgb_1024/target/target_f000135.png,014_1/rgb_1024/target/target_f000135.png,1024,1024,1024,False,False,,94.66043968405575,3196.88370513916,,,full,94.66043968405575,3196.88370513916,0.009885986433828835,True,True
iPER,/home/shangguanrz/project/pic-edit/datasets/iPER/iper_sampled_6src64tgt/019_1/rgb_1024/target/target_f001199.png,019_1/rgb_1024/target/target_f001199.png,1024,1024,1024,False,False,,88.92406796359863,3501.6462020874023,,,full,88.92406796359863,3501.6462020874023,0.009885986433828835,True,True
iPER,/home/shangguanrz/project/pic-edit/datasets/iPER/iper_sampled_6src64tgt/013_1/rgb_1024/target/target_f000305.png,013_1/rgb_1024/target/target_f000305.png,1024,1024,1024,False,False,,91.77833110872598,3432.360794067383,,,full,91.77833110872598,3432.360794067383,0.010246788858421129,True,True
iPER,/home/shangguanrz/project/pic-edit/datasets/iPER/iper_sampled_6src64tgt/019_2/rgb_1024/target/target_f000780.png,019_2/rgb_1024/target/target_f000780.png,1024,1024,1024,False,False,,85.7915873369202,3566.455764770508,,,full,85.7915873369202,3566.455764770508,0.010318949343339587,True,True
iPER,/home/shangguanrz/project/pic-edit/datasets/iPER/iper_sampled_6src64tgt/013_1/rgb_1024/target/target_f000236.png,013_1/rgb_1024/target/target_f000236.png,1024,1024,1024,False,False,,92.29447970514592,3415.520797729492,,,full,92.29447970514592,3415.520797729492,0.010391109828258046,True,True
iPER,/home/shangguanrz/project/pic-edit/datasets/iPER/iper_sampled_6src64tgt/013_1/rgb_1024/target/target_f000408.png,013_1/rgb_1024/target/target_f000408.png,1024,1024,1024,False,False,,88.33088540605968,3553.994827270508,,,full,88.33088540605968,3553.994827270508,0.010535430798094964,True,True
iPER,/home/shangguanrz/project/pic-edit/datasets/iPER/iper_sampled_6src64tgt/019_2/rgb_1024/target/target_f000396.png,019_2/rgb_1024/target/target_f000396.png,1024,1024,1024,False,False,,89.33182140380084,3521.0398025512695,,,full,89.33182140380084,3521.0398025512695,0.010751912252850339,True,True
iPER,/home/shangguanrz/project/pic-edit/datasets/iPER/iper_sampled_6src64tgt/019_2/rgb_1024/target/target_f000369.png,019_2/rgb_1024/target/target_f000369.png,1024,1024,1024,False,False,,91.93609300418757,3446.786148071289,,,full,91.93609300418757,3446.786148071289,0.010824072737768798,True,True
iPER,/home/shangguanrz/project/pic-edit/datasets/iPER/iper_sampled_6src64tgt/019_2/rgb_1024/target/target_f000643.png,019_2/rgb_1024/target/target_f000643.png,1024,1024,1024,False,False,,92.29221796331694,3437.1702728271484,,,full,92.29221796331694,3437.1702728271484,0.010896233222687256,True,True
iPER,/home/shangguanrz/project/pic-edit/datasets/iPER/iper_sampled_6src64tgt/019_2/rgb_1024/target/target_f000311.png,019_2/rgb_1024/target/target_f000311.png,1024,1024,1024,False,False,,92.16482876344524,3449.454132080078,,,full,92.16482876344524,3449.454132080078,0.01118487516236109,True,True
iPER,/home/shangguanrz/project/pic-edit/datasets/iPER/iper_sampled_6src64tgt/013_1/rgb_1024/target/target_f000357.png,013_1/rgb_1024/target/target_f000357.png,1024,1024,1024,False,False,,89.25550264817139,3537.298309326172,,,full,89.25550264817139,3537.298309326172,0.01125703564727955,True,True
iPER,/home/shangguanrz/project/pic-edit/datasets/iPER/iper_sampled_6src64tgt/014_1/rgb_1024/target/target_f000567.png,014_1/rgb_1024/target/target_f000567.png,1024,1024,1024,False,False,,99.2252607922419,2710.324935913086,,,full,99.2252607922419,2710.324935913086,0.01125703564727955,True,True
iPER,/home/shangguanrz/project/pic-edit/datasets/iPER/iper_sampled_6src64tgt/019_1/rgb_1024/source_motion/source_motion_f001236.png,019_1/rgb_1024/source_motion/source_motion_f001236.png,1024,1024,1024,False,False,,90.03791806980735,3526.271774291992,,,full,90.03791806980735,3526.271774291992,0.011473517102034926,True,True
iPER,/home/shangguanrz/project/pic-edit/datasets/iPER/iper_sampled_6src64tgt/019_2/rgb_1024/target/target_f000453.png,019_2/rgb_1024/target/target_f000453.png,1024,1024,1024,False,False,,90.58164970483631,3523.2515411376953,,,full,90.58164970483631,3523.2515411376953,0.011545677586953384,True,True
iPER,/home/shangguanrz/project/pic-edit/datasets/iPER/iper_sampled_6src64tgt/019_1/rgb_1024/source_standard/source_standard_f000070.png,019_1/rgb_1024/source_standard/source_standard_f000070.png,1024,1024,1024,False,False,,94.66188420761317,3428.902633666992,,,full,94.66188420761317,3428.902633666992,0.011617838071871844,True,True
iPER,/home/shangguanrz/project/pic-edit/datasets/iPER/iper_sampled_6src64tgt/019_2/rgb_1024/target/target_f000848.png,019_2/rgb_1024/target/target_f000848.png,1024,1024,1024,False,False,,91.61541645083344,3492.5296173095703,,,full,91.61541645083344,3492.5296173095703,0.011617838071871844,True,True
iPER,/home/shangguanrz/project/pic-edit/datasets/iPER/iper_sampled_6src64tgt/019_1/rgb_1024/target/target_f000921.png,019_1/rgb_1024/target/target_f000921.png,1024,1024,1024,False,False,,90.40913339680992,3526.7821197509766,,,full,90.40913339680992,3526.7821197509766,0.011689998556790301,True,True
iPER,/home/shangguanrz/project/pic-edit/datasets/iPER/iper_sampled_6src64tgt/013_1/rgb_1024/target/target_f000334.png,013_1/rgb_1024/target/target_f000334.png,1024,1024,1024,False,False,,87.58006896800362,3617.342315673828,,,full,87.58006896800362,3617.342315673828,0.011834319526627219,True,True
iPER,/home/shangguanrz/project/pic-edit/datasets/iPER/iper_sampled_6src64tgt/013_1/rgb_1024/target/target_f000712.png,013_1/rgb_1024/target/target_f000712.png,1024,1024,1024,False,False,,94.93048857332906,3431.196762084961,,,full,94.93048857332906,3431.196762084961,0.011978640496464136,True,True
iPER,/home/shangguanrz/project/pic-edit/datasets/iPER/iper_sampled_6src64tgt/013_1/rgb_1024/target/target_f000374.png,013_1/rgb_1024/target/target_f000374.png,1024,1024,1024,False,False,,88.67255122441566,3586.0170135498047,,,full,88.67255122441566,3586.0170135498047,0.012195121951219513,True,True
iPER,/home/shangguanrz/project/pic-edit/datasets/iPER/iper_sampled_6src64tgt/013_1/rgb_1024/target/target_f001217.png,013_1/rgb_1024/target/target_f001217.png,1024,1024,1024,False,False,,92.0033531782683,3505.6456985473633,,,full,92.0033531782683,3505.6456985473633,0.012195121951219513,True,True
iPER,/home/shangguanrz/project/pic-edit/datasets/iPER/iper_sampled_6src64tgt/019_2/rgb_1024/target/target_f001180.png,019_2/rgb_1024/target/target_f001180.png,1024,1024,1024,False,False,,93.7314444666117,3457.9808654785156,,,full,93.7314444666117,3457.9808654785156,0.01226728243613797,True,True
iPER,/home/shangguanrz/project/pic-edit/datasets/iPER/iper_sampled_6src64tgt/019_1/rgb_1024/target/target_f000952.png,019_1/rgb_1024/target/target_f000952.png,1024,1024,1024,False,False,,90.18374551361194,3557.156051635742,,,full,90.18374551361194,3557.156051635742,0.012339442921056428,True,True
iPER,/home/shangguanrz/project/pic-edit/datasets/iPER/iper_sampled_6src64tgt/013_1/rgb_1024/target/target_f000638.png,013_1/rgb_1024/target/target_f000638.png,1024,1024,1024,False,False,,95.57342008884007,3433.596839904785,,,full,95.57342008884007,3433.596839904785,0.012700245345648724,True,True
iPER,/home/shangguanrz/project/pic-edit/datasets/iPER/iper_sampled_6src64tgt/014_1/rgb_1024/target/target_f001063.png,014_1/rgb_1024/target/target_f001063.png,1024,1024,1024,False,False,,98.74601690981945,3074.061912536621,,,full,98.74601690981945,3074.061912536621,0.012772405830567182,True,True
iPER,/home/shangguanrz/project/pic-edit/datasets/iPER/iper_sampled_6src64tgt/019_1/rgb_1024/target/target_f001178.png,019_1/rgb_1024/target/target_f001178.png,1024,1024,1024,False,False,,89.01351868151687,3599.1387329101562,,,full,89.01351868151687,3599.1387329101562,0.012772405830567182,True,True
iPER,/home/shangguanrz/project/pic-edit/datasets/iPER/iper_sampled_6src64tgt/019_2/rgb_1024/target/target_f001274.png,019_2/rgb_1024/target/target_f001274.png,1024,1024,1024,False,False,,95.33335436269408,3442.062644958496,,,full,95.33335436269408,3442.062644958496,0.01284456631548564,True,True
iPER,/home/shangguanrz/project/pic-edit/datasets/iPER/iper_sampled_6src64tgt/013_1/rgb_1024/target/target_f001303.png,013_1/rgb_1024/target/target_f001303.png,1024,1024,1024,False,False,,88.60453607793897,3628.8898696899414,,,full,88.60453607793897,3628.8898696899414,0.012916726800404097,True,True
iPER,/home/shangguanrz/project/pic-edit/datasets/iPER/iper_sampled_6src64tgt/014_1/rgb_1024/target/target_f000562.png,014_1/rgb_1024/target/target_f000562.png,1024,1024,1024,False,False,,100.04254501964897,2857.007553100586,,,full,100.04254501964897,2857.007553100586,0.012916726800404099,True,True
iPER,/home/shangguanrz/project/pic-edit/datasets/iPER/iper_sampled_6src64tgt/019_2/rgb_1024/target/target_f000417.png,019_2/rgb_1024/target/target_f000417.png,1024,1024,1024,False,False,,91.54449451621622,3555.286392211914,,,full,91.54449451621622,3555.286392211914,0.012988887285322557,True,True
iPER,/home/shangguanrz/project/pic-edit/datasets/iPER/iper_sampled_6src64tgt/014_1/rgb_1024/target/target_f000775.png,014_1/rgb_1024/target/target_f000775.png,1024,1024,1024,False,False,,98.21625454396417,3283.532485961914,,,full,98.21625454396417,3283.532485961914,0.013277529224996391,True,True
iPER,/home/shangguanrz/project/pic-edit/datasets/iPER/iper_sampled_6src64tgt/019_2/rgb_1024/target/target_f001211.png,019_2/rgb_1024/target/target_f001211.png,1024,1024,1024,False,False,,95.93550187995424,3443.3187561035156,,,full,95.93550187995424,3443.3187561035156,0.013277529224996393,True,True
iPER,/home/shangguanrz/project/pic-edit/datasets/iPER/iper_sampled_6src64tgt/013_1/rgb_1024/target/target_f000385.png,013_1/rgb_1024/target/target_f000385.png,1024,1024,1024,False,False,,91.53328131615126,3565.7550354003906,,,full,91.53328131615126,3565.7550354003906,0.01334968970991485,True,True
iPER,/home/shangguanrz/project/pic-edit/datasets/iPER/iper_sampled_6src64tgt/019_2/rgb_1024/source_motion/source_motion_f000790.png,019_2/rgb_1024/source_motion/source_motion_f000790.png,1024,1024,1024,False,False,,88.61088530992856,3641.1460571289062,,,full,88.61088530992856,3641.1460571289062,0.013566171164670226,True,True
iPER,/home/shangguanrz/project/pic-edit/datasets/iPER/iper_sampled_6src64tgt/019_1/rgb_1024/target/target_f000936.png,019_1/rgb_1024/target/target_f000936.png,1024,1024,1024,False,False,,93.72467791638337,3523.7064056396484,,,full,93.72467791638337,3523.7064056396484,0.013638331649588685,True,True
iPER,/home/shangguanrz/project/pic-edit/datasets/iPER/iper_sampled_6src64tgt/019_1/rgb_1024/target/target_f001094.png,019_1/rgb_1024/target/target_f001094.png,1024,1024,1024,False,False,,96.17161552089965,3454.551528930664,,,full,96.17161552089965,3454.551528930664,0.013638331649588685,True,True
iPER,/home/shangguanrz/project/pic-edit/datasets/iPER/iper_sampled_6src64tgt/019_1/rgb_1024/target/target_f001083.png,019_1/rgb_1024/target/target_f001083.png,1024,1024,1024,False,False,,95.41493599231761,3475.9219284057617,,,full,95.41493599231761,3475.9219284057617,0.013854813104344062,True,True
iPER,/home/shangguanrz/project/pic-edit/datasets/iPER/iper_sampled_6src64tgt/019_2/rgb_1024/target/target_f000843.png,019_2/rgb_1024/target/target_f000843.png,1024,1024,1024,False,False,,92.41860421012098,3556.563995361328,,,full,92.41860421012098,3556.563995361328,0.014071294559099438,True,True
iPER,/home/shangguanrz/project/pic-edit/datasets/iPER/iper_sampled_6src64tgt/012_3/rgb_1024/target/target_f000340.png,012_3/rgb_1024/target/target_f000340.png,1024,1024,1024,False,False,,98.19978292420274,3405.7973022460938,,,full,98.19978292420274,3405.7973022460938,0.014143455044017896,True,True
