dataset,path,relative_path,width,height,short_side,low_res_lt512,mask_found,person_area_ratio,full_lap,full_ten,person_lap,person_ten,face_lap,primary_type,primary_lap,primary_ten,quality_rank,severe_suspect,suspect_blur
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair01/talk01/images/16/000086.jpg,pair01/talk01/images/16/000086.jpg,940,1280,940,False,False,nan,180.64606413144014,3120.433687250665,nan,nan,nan,full,180.64606413144014,3120.433687250665,0.00964765100671141,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair01/talk01/images/16/000043.jpg,pair01/talk01/images/16/000043.jpg,940,1280,940,False,False,nan,181.57335586532204,3072.1305684840427,nan,nan,nan,full,181.57335586532204,3072.1305684840427,0.00985738255033557,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair01/talk01/images/16/000056.jpg,pair01/talk01/images/16/000056.jpg,940,1280,940,False,False,nan,180.7842594267772,3114.6261739527927,nan,nan,nan,full,180.7842594267772,3114.6261739527927,0.00985738255033557,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair01/fight01/images/52/000064.jpg,pair01/fight01/images/52/000064.jpg,940,1280,940,False,False,nan,181.48886247240293,3083.3680913397607,nan,nan,nan,full,181.48886247240293,3083.3680913397607,0.010276845637583893,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair01/fight01/images/52/000063.jpg,pair01/fight01/images/52/000063.jpg,940,1280,940,False,False,nan,181.77242916350238,3102.775702293883,nan,nan,nan,full,181.77242916350238,3102.775702293883,0.011535234899328858,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair01/talk01/images/16/000045.jpg,pair01/talk01/images/16/000045.jpg,940,1280,940,False,False,nan,182.46765155603904,3067.424576130319,nan,nan,nan,full,182.46765155603904,3067.424576130319,0.012374161073825503,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair22/game22/images/4/000054.jpg,pair22/game22/images/4/000054.jpg,940,1280,940,False,False,nan,180.58970208400615,3210.897731050532,nan,nan,nan,full,180.58970208400615,3210.897731050532,0.014052013422818792,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair22/game22/images/4/000052.jpg,pair22/game22/images/4/000052.jpg,940,1280,940,False,False,nan,180.57546810995348,3215.1042012965427,nan,nan,nan,full,180.57546810995348,3215.1042012965427,0.014261744966442953,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair22/game22/images/4/000067.jpg,pair22/game22/images/4/000067.jpg,940,1280,940,False,False,nan,180.7981409506325,3207.651865857713,nan,nan,nan,full,180.7981409506325,3207.651865857713,0.014261744966442953,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair01/fight01/images/52/000062.jpg,pair01/fight01/images/52/000062.jpg,940,1280,940,False,False,nan,181.28781496955023,3174.284449800532,nan,nan,nan,full,181.28781496955023,3174.284449800532,0.014890939597315436,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair22/game22/images/4/000046.jpg,pair22/game22/images/4/000046.jpg,940,1280,940,False,False,nan,181.33415456871046,3171.0694502160904,nan,nan,nan,full,181.33415456871046,3171.0694502160904,0.015100671140939596,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair01/fight01/images/52/000061.jpg,pair01/fight01/images/52/000061.jpg,940,1280,940,False,False,nan,181.1640827027636,3210.233793218085,nan,nan,nan,full,181.1640827027636,3210.233793218085,0.015729865771812082,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair01/fight01/images/52/000065.jpg,pair01/fight01/images/52/000065.jpg,940,1280,940,False,False,nan,182.77790912212745,3109.1609665890956,nan,nan,nan,full,182.77790912212745,3109.1609665890956,0.015939597315436243,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair01/talk01/images/16/000042.jpg,pair01/talk01/images/16/000042.jpg,940,1280,940,False,False,nan,183.7017536300402,3098.0086747839096,nan,nan,nan,full,183.7017536300402,3098.0086747839096,0.016568791946308725,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair22/game22/images/4/000063.jpg,pair22/game22/images/4/000063.jpg,940,1280,940,False,False,nan,181.88058092991872,3187.424368351064,nan,nan,nan,full,181.88058092991872,3187.424368351064,0.016778523489932886,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair01/talk01/images/16/000041.jpg,pair01/talk01/images/16/000041.jpg,940,1280,940,False,False,nan,183.14788638493116,3107.7784865359044,nan,nan,nan,full,183.14788638493116,3107.7784865359044,0.016988255033557047,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair22/game22/images/4/000048.jpg,pair22/game22/images/4/000048.jpg,940,1280,940,False,False,nan,182.32170847367246,3155.797768450798,nan,nan,nan,full,182.32170847367246,3155.797768450798,0.01761744966442953,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair22/game22/images/4/000056.jpg,pair22/game22/images/4/000056.jpg,940,1280,940,False,False,nan,181.2361757028637,3222.4204309341753,nan,nan,nan,full,181.2361757028637,3222.4204309341753,0.01782718120805369,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair22/game22/images/4/000061.jpg,pair22/game22/images/4/000061.jpg,940,1280,940,False,False,nan,181.9618234081525,3211.8735143783247,nan,nan,nan,full,181.9618234081525,3211.8735143783247,0.018875838926174497,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair22/game22/images/4/000050.jpg,pair22/game22/images/4/000050.jpg,940,1280,940,False,False,nan,183.7800374941731,3200.175344913564,nan,nan,nan,full,183.7800374941731,3200.175344913564,0.022441275167785234,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair22/game22/images/4/000059.jpg,pair22/game22/images/4/000059.jpg,940,1280,940,False,False,nan,182.48444085530753,3231.378334857048,nan,nan,nan,full,182.48444085530753,3231.378334857048,0.022860738255033555,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair22/game22/images/4/000065.jpg,pair22/game22/images/4/000065.jpg,940,1280,940,False,False,nan,183.11630283172664,3216.841807263963,nan,nan,nan,full,183.11630283172664,3216.841807263963,0.022860738255033555,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair22/game22/images/4/000058.jpg,pair22/game22/images/4/000058.jpg,940,1280,940,False,False,nan,182.9731631021038,3225.1266310671544,nan,nan,nan,full,182.9731631021038,3225.1266310671544,0.023699664429530202,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair01/fight01/images/52/000066.jpg,pair01/fight01/images/52/000066.jpg,940,1280,940,False,False,nan,185.60628846254002,3095.64922706117,nan,nan,nan,full,185.60628846254002,3095.64922706117,0.023909395973154363,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair01/talk01/images/16/000040.jpg,pair01/talk01/images/16/000040.jpg,940,1280,940,False,False,nan,184.47642216004093,3135.452366605718,nan,nan,nan,full,184.47642216004093,3135.452366605718,0.024748322147651006,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair01/talk01/images/16/000088.jpg,pair01/talk01/images/16/000088.jpg,940,1280,940,False,False,nan,184.0017092883074,3221.7810526097073,nan,nan,nan,full,184.0017092883074,3221.7810526097073,0.026006711409395974,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair01/talk01/images/16/000035.jpg,pair01/talk01/images/16/000035.jpg,940,1280,940,False,False,nan,185.8137298897415,3113.4202439328456,nan,nan,nan,full,185.8137298897415,3113.4202439328456,0.026426174496644295,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair22/game22/images/4/000095.jpg,pair22/game22/images/4/000095.jpg,940,1280,940,False,False,nan,183.8143431569128,3235.526626911569,nan,nan,nan,full,183.8143431569128,3235.526626911569,0.026635906040268456,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair01/fight01/images/52/000060.jpg,pair01/fight01/images/52/000060.jpg,940,1280,940,False,False,nan,183.8059979497226,3241.7971970578456,nan,nan,nan,full,183.8059979497226,3241.7971970578456,0.026845637583892617,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair01/talk01/images/16/000058.jpg,pair01/talk01/images/16/000058.jpg,940,1280,940,False,False,nan,184.8476126507809,3190.027582696144,nan,nan,nan,full,184.8476126507809,3190.027582696144,0.0274748322147651,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair01/talk01/images/16/000039.jpg,pair01/talk01/images/16/000039.jpg,940,1280,940,False,False,nan,185.59541231755384,3146.2811461103724,nan,nan,nan,full,185.59541231755384,3146.2811461103724,0.027684563758389263,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair22/game22/images/4/000009.jpg,pair22/game22/images/4/000009.jpg,940,1280,940,False,False,nan,183.56650702043484,3262.0790807845747,nan,nan,nan,full,183.56650702043484,3262.0790807845747,0.02915268456375839,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair01/talk01/images/16/000038.jpg,pair01/talk01/images/16/000038.jpg,940,1280,940,False,False,nan,186.2145394637554,3134.6717607214096,nan,nan,nan,full,186.2145394637554,3134.6717607214096,0.029572147651006714,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair01/talk01/images/16/000097.jpg,pair01/talk01/images/16/000097.jpg,940,1280,940,False,False,nan,184.09850260670657,3247.8329039228724,nan,nan,nan,full,184.09850260670657,3247.8329039228724,0.02978187919463087,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair22/game22/images/4/000069.jpg,pair22/game22/images/4/000069.jpg,940,1280,940,False,False,nan,184.08586300892654,3248.803004488032,nan,nan,nan,full,184.08586300892654,3248.803004488032,0.029781879194630875,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair22/game22/images/4/000071.jpg,pair22/game22/images/4/000071.jpg,940,1280,940,False,False,nan,182.895422141117,3275.064712849069,nan,nan,nan,full,182.895422141117,3275.064712849069,0.031459731543624164,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair22/game22/images/4/000093.jpg,pair22/game22/images/4/000093.jpg,940,1280,940,False,False,nan,184.2822294720647,3252.257635887633,nan,nan,nan,full,184.2822294720647,3252.257635887633,0.031459731543624164,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair01/talk01/images/16/000036.jpg,pair01/talk01/images/16/000036.jpg,940,1280,940,False,False,nan,186.60481426172427,3124.7801176030584,nan,nan,nan,full,186.60481426172427,3124.7801176030584,0.03166946308724832,False,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair01/talk01/images/16/000034.jpg,pair01/talk01/images/16/000034.jpg,940,1280,940,False,False,nan,187.0655869827814,3121.6348279587764,nan,nan,nan,full,187.0655869827814,3121.6348279587764,0.03208892617449664,False,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair22/game22/images/4/000120.jpg,pair22/game22/images/4/000120.jpg,940,1280,940,False,False,nan,184.36766787531045,3255.118932845745,nan,nan,nan,full,184.36766787531045,3255.118932845745,0.03229865771812081,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair01/talk01/images/16/000037.jpg,pair01/talk01/images/16/000037.jpg,940,1280,940,False,False,nan,186.95575058055502,3131.372080701463,nan,nan,nan,full,186.95575058055502,3131.372080701463,0.032508389261744965,False,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair22/game22/images/4/000088.jpg,pair22/game22/images/4/000088.jpg,940,1280,940,False,False,nan,183.9791218892057,3269.2671625664893,nan,nan,nan,full,183.9791218892057,3269.2671625664893,0.03313758389261745,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair22/game22/images/4/000026.jpg,pair22/game22/images/4/000026.jpg,940,1280,940,False,False,nan,184.19578741815315,3265.5979990857713,nan,nan,nan,full,184.19578741815315,3265.5979990857713,0.03376677852348993,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair22/game22/images/4/000090.jpg,pair22/game22/images/4/000090.jpg,940,1280,940,False,False,nan,184.50602194430766,3258.8541077958776,nan,nan,nan,full,184.50602194430766,3258.8541077958776,0.033976510067114093,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair22/game22/images/4/000092.jpg,pair22/game22/images/4/000092.jpg,940,1280,940,False,False,nan,184.69814168233142,3256.6794901097073,nan,nan,nan,full,184.69814168233142,3256.6794901097073,0.033976510067114093,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair01/fight01/images/52/000067.jpg,pair01/fight01/images/52/000067.jpg,940,1280,940,False,False,nan,187.34855485834004,3160.9897253158247,nan,nan,nan,full,187.34855485834004,3160.9897253158247,0.035234899328859065,False,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair22/game22/images/4/000084.jpg,pair22/game22/images/4/000084.jpg,940,1280,940,False,False,nan,184.11397846382417,3275.304905668218,nan,nan,nan,full,184.11397846382417,3275.304905668218,0.035864093959731544,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair22/game22/images/4/000027.jpg,pair22/game22/images/4/000027.jpg,940,1280,940,False,False,nan,184.59989750293542,3265.82470703125,nan,nan,nan,full,184.59989750293542,3265.82470703125,0.03607382550335571,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair22/game22/images/4/000129.jpg,pair22/game22/images/4/000129.jpg,940,1280,940,False,False,nan,183.86449937679586,3287.3768804022607,nan,nan,nan,full,183.86449937679586,3287.3768804022607,0.03607382550335571,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair22/game22/images/4/000003.jpg,pair22/game22/images/4/000003.jpg,940,1280,940,False,False,nan,185.48554723928711,3264.1946787732713,nan,nan,nan,full,185.48554723928711,3264.1946787732713,0.03670302013422819,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair22/game22/images/4/000112.jpg,pair22/game22/images/4/000112.jpg,940,1280,940,False,False,nan,186.42216474592223,3243.2139295212764,nan,nan,nan,full,186.42216474592223,3243.2139295212764,0.03691275167785235,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair22/game22/images/4/000124.jpg,pair22/game22/images/4/000124.jpg,940,1280,940,False,False,nan,184.4649623967286,3274.6498815658247,nan,nan,nan,full,184.4649623967286,3274.6498815658247,0.03733221476510067,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair22/game22/images/4/000114.jpg,pair22/game22/images/4/000114.jpg,940,1280,940,False,False,nan,186.13572456349397,3253.7770216921544,nan,nan,nan,full,186.13572456349397,3253.7770216921544,0.03754194630872483,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair01/talk01/images/16/000065.jpg,pair01/talk01/images/16/000065.jpg,940,1280,940,False,False,nan,186.4375123364346,3247.500135056516,nan,nan,nan,full,186.4375123364346,3247.500135056516,0.037751677852348994,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair22/game22/images/4/000086.jpg,pair22/game22/images/4/000086.jpg,940,1280,940,False,False,nan,184.16092850059445,3286.7372007978724,nan,nan,nan,full,184.16092850059445,3286.7372007978724,0.037751677852348994,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair01/talk01/images/16/000099.jpg,pair01/talk01/images/16/000099.jpg,940,1280,940,False,False,nan,186.46210419198079,3246.2139399102393,nan,nan,nan,full,186.46210419198079,3246.2139399102393,0.03796140939597315,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair22/game22/images/4/000073.jpg,pair22/game22/images/4/000073.jpg,940,1280,940,False,False,nan,184.00960992609234,3292.752264793883,nan,nan,nan,full,184.00960992609234,3292.752264793883,0.03796140939597316,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair01/talk01/images/16/000067.jpg,pair01/talk01/images/16/000067.jpg,940,1280,940,False,False,nan,186.20490687591783,3262.307627576463,nan,nan,nan,full,186.20490687591783,3262.307627576463,0.03921979865771812,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair22/game22/images/4/000022.jpg,pair22/game22/images/4/000022.jpg,940,1280,940,False,False,nan,185.49255900903216,3274.0212869847073,nan,nan,nan,full,185.49255900903216,3274.0212869847073,0.03942953020134228,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair22/game22/images/4/000075.jpg,pair22/game22/images/4/000075.jpg,940,1280,940,False,False,nan,183.87879609735157,3300.2669340093084,nan,nan,nan,full,183.87879609735157,3300.2669340093084,0.039639261744966445,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair22/game22/images/4/000076.jpg,pair22/game22/images/4/000076.jpg,940,1280,940,False,False,nan,182.92243344430847,3306.870034075798,nan,nan,nan,full,182.92243344430847,3306.870034075798,0.040268456375838924,False,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair22/game22/images/4/000122.jpg,pair22/game22/images/4/000122.jpg,940,1280,940,False,False,nan,185.40304820318465,3283.2041223404253,nan,nan,nan,full,185.40304820318465,3283.2041223404253,0.040268456375838924,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair01/talk01/images/16/000033.jpg,pair01/talk01/images/16/000033.jpg,940,1280,940,False,False,nan,188.98018236697766,3125.5633622839096,nan,nan,nan,full,188.98018236697766,3125.5633622839096,0.04068791946308725,False,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair22/game22/images/4/000024.jpg,pair22/game22/images/4/000024.jpg,940,1280,940,False,False,nan,186.52738792400334,3262.025847739362,nan,nan,nan,full,186.52738792400334,3262.025847739362,0.041107382550335574,False,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair22/game22/images/4/000109.jpg,pair22/game22/images/4/000109.jpg,940,1280,940,False,False,nan,188.08803904242728,3221.2886469414893,nan,nan,nan,full,188.08803904242728,3221.2886469414893,0.04131711409395973,False,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair22/game22/images/4/000020.jpg,pair22/game22/images/4/000020.jpg,940,1280,940,False,False,nan,185.55894566877447,3283.319689162234,nan,nan,nan,full,185.55894566877447,3283.319689162234,0.041526845637583895,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair01/talk01/images/16/000073.jpg,pair01/talk01/images/16/000073.jpg,940,1280,940,False,False,nan,186.58140884623805,3263.767100232713,nan,nan,nan,full,186.58140884623805,3263.767100232713,0.04236577181208054,False,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair22/game22/images/4/000125.jpg,pair22/game22/images/4/000125.jpg,940,1280,940,False,False,nan,181.96211365519633,3321.4832945478724,nan,nan,nan,full,181.96211365519633,3321.4832945478724,0.04278523489932885,False,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair01/talk01/images/16/000062.jpg,pair01/talk01/images/16/000062.jpg,940,1280,940,False,False,nan,187.81292396778434,3243.9309549534573,nan,nan,nan,full,187.81292396778434,3243.9309549534573,0.04278523489932886,False,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair22/game22/images/4/000029.jpg,pair22/game22/images/4/000029.jpg,940,1280,940,False,False,nan,185.26812126062853,3297.849339261968,nan,nan,nan,full,185.26812126062853,3297.849339261968,0.044043624161073824,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair22/game22/images/4/000082.jpg,pair22/game22/images/4/000082.jpg,940,1280,940,False,False,nan,184.885011729853,3298.837838680186,nan,nan,nan,full,184.885011729853,3298.837838680186,0.044043624161073824,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair22/game22/images/4/000118.jpg,pair22/game22/images/4/000118.jpg,940,1280,940,False,False,nan,186.30036323056498,3283.2716090425533,nan,nan,nan,full,186.30036323056498,3283.2716090425533,0.044043624161073824,True,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair22/game22/images/4/000110.jpg,pair22/game22/images/4/000110.jpg,940,1280,940,False,False,nan,188.50166547603337,3229.219279837101,nan,nan,nan,full,188.50166547603337,3229.219279837101,0.04425335570469799,False,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair22/game22/images/4/000105.jpg,pair22/game22/images/4/000105.jpg,940,1280,940,False,False,nan,186.54250844262094,3270.093843500665,nan,nan,nan,full,186.54250844262094,3270.093843500665,0.04446308724832215,False,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair01/talk01/images/16/000078.jpg,pair01/talk01/images/16/000078.jpg,940,1280,940,False,False,nan,186.83105589589047,3269.6749293550533,nan,nan,nan,full,186.83105589589047,3269.6749293550533,0.04488255033557047,False,True
Hi4D,/home/shangguanrz/project/pic-edit/datasets/Hi4D_pilot_v1/raw/pair22/game22/images/4/000107.jpg,pair22/game22/images/4/000107.jpg,940,1280,940,False,False,nan,187.2976629547319,3266.0032517453456,nan,nan,nan,full,187.2976629547319,3266.0032517453456,0.04488255033557047,False,True
