video_id,total_frames,mask_found,severe_count,severe_ratio,suspect_count,suspect_ratio,median_primary_lap,median_primary_ten
00046,509,509,6,0.011787819253438114,22,0.043222003929273084,71.70664968018036,2726.4099602475626
00047,58,58,7,0.1206896551724138,14,0.2413793103448276,40.88754105353863,2746.502497820785
00048,94,94,13,0.13829787234042554,19,0.20212765957446807,58.011099761169554,3059.4973311113004
00049,508,508,0,0.0,0,0.0,215.90819345014035,7251.213638242003
00050,812,812,0,0.0,3,0.003694581280788177,73.2381817867261,4042.7457541870217
00051,492,492,0,0.0,0,0.0,98.22688390652186,5122.687458025351
00052,267,267,1,0.003745318352059925,1,0.003745318352059925,89.5379234481794,4747.6964795219155
00053,812,812,0,0.0,0,0.0,172.71003894669838,7733.78405388071
00054,766,766,0,0.0,7,0.009138381201044387,42.89940452397536,3862.8473547714234
00055,815,815,10,0.012269938650306749,43,0.05276073619631902,57.31157016394266,3092.5419533985273
00056,793,793,168,0.21185372005044137,322,0.4060529634300126,42.30261248135308,2129.3594403286143
00057,798,798,0,0.0,0,0.0,117.35521628103257,4240.826534755342
00058,162,162,0,0.0,0,0.0,184.41287355645065,9179.526653082685
00059,239,239,25,0.10460251046025104,64,0.26778242677824265,45.15865994206886,2513.8576775361435
00060,216,216,56,0.25925925925925924,198,0.9166666666666666,30.143416395784385,1872.7195159505445
00061,79,79,4,0.05063291139240506,17,0.21518987341772153,46.964827801483644,2708.382902246509
00062,243,243,0,0.0,0,0.0,127.65613429469444,3862.438684250417
00063,107,107,0,0.0,0,0.0,112.80862794945925,5630.647743400511
00064,400,400,0,0.0,0,0.0,48.90983485031923,4449.367695494358
00065,234,234,37,0.1581196581196581,100,0.42735042735042733,34.21814904259654,2386.087048585454
00066,52,52,0,0.0,0,0.0,248.54899371702433,10186.967756903936
00067,90,90,0,0.0,0,0.0,338.66416815086643,10593.345389627839
00068,76,76,0,0.0,0,0.0,240.82981367375137,8777.370798333124
00069,268,268,0,0.0,0,0.0,216.0940467299802,7533.793595401508
00070,129,129,0,0.0,0,0.0,113.76316043028463,5500.527474217555
00071,167,167,0,0.0,0,0.0,118.5781568842092,8448.490901631432
00072,287,287,271,0.9442508710801394,287,1.0,20.11404798067006,1220.0620843163128
00073,74,74,0,0.0,0,0.0,93.7865201513919,4330.554372528091
00074,304,304,0,0.0,1,0.003289473684210526,55.86813589087606,3520.6362745654505
00075,107,107,0,0.0,0,0.0,85.31855148800095,4103.348527703764
00076,53,53,16,0.3018867924528302,23,0.4339622641509434,41.84561942941255,2103.8211558545486
00077,57,57,0,0.0,2,0.03508771929824561,84.58007296339967,3069.802800444754
00078,228,228,0,0.0,0,0.0,124.66121735161946,6810.197203994268
00079,323,323,12,0.03715170278637771,38,0.11764705882352941,43.130416742196275,3043.9186783531572
00080,300,300,0,0.0,3,0.01,75.13354549630665,2977.785103242073
00081,367,367,0,0.0,0,0.0,114.82190970920234,4975.540396424407
00082,374,374,0,0.0,0,0.0,148.27470204836845,4460.604085761125
00083,372,372,0,0.0,1,0.002688172043010753,74.54716982288454,3616.27738681775
00084,293,293,0,0.0,0,0.0,156.8269738160003,5992.47041718832
00085,292,292,117,0.4006849315068493,213,0.7294520547945206,28.428318304402147,1821.71703424926
00086,109,109,0,0.0,0,0.0,140.93320216892957,5599.237906923429
00087,344,344,0,0.0,0,0.0,224.08602378754512,9010.3549037478
00088,353,353,22,0.06232294617563739,58,0.1643059490084986,55.88629605702345,2830.5724336519625
00089,52,52,35,0.6730769230769231,51,0.9807692307692307,23.81641596145441,1773.518614779623
00090,73,73,5,0.0684931506849315,19,0.2602739726027397,50.28659987980747,3161.6858622441455
00091,62,62,3,0.04838709677419355,9,0.14516129032258066,148.17738897042267,4676.249527612634
00092,52,52,8,0.15384615384615385,12,0.23076923076923078,91.41770925454003,3653.7667936205685
00093,399,399,14,0.03508771929824561,53,0.13283208020050125,70.09833441964217,3025.341869052265
00094,401,401,0,0.0,0,0.0,86.39252180695145,5761.405347328402
00095,105,105,0,0.0,0,0.0,162.170770013838,7791.976031125627
00096,58,58,0,0.0,0,0.0,174.30975933053702,4486.085323483574
00097,338,338,0,0.0,2,0.005917159763313609,125.36313208917431,6963.176743420628
00098,54,54,29,0.5370370370370371,48,0.8888888888888888,19.499178472035535,1894.7041575176104
00099,61,61,18,0.29508196721311475,39,0.639344262295082,27.822103080011868,1953.3359709096082
00100,267,267,0,0.0,0,0.0,99.35828630147192,3666.361554750737
00101,59,59,18,0.3050847457627119,31,0.5254237288135594,34.43332523464003,2095.534318555008
00102,57,57,19,0.3333333333333333,32,0.5614035087719298,29.66836737330679,2042.5890842321123
00103,392,392,0,0.0,6,0.015306122448979591,124.0761023179822,6217.174974498672
00104,573,573,0,0.0,0,0.0,155.26028264104673,8984.816928572995
00105,193,193,10,0.05181347150259067,27,0.13989637305699482,81.32741501878027,4907.6488367678385
00106,208,208,0,0.0,0,0.0,93.906535672741,5004.953310002284
00107,690,690,0,0.0,0,0.0,99.88624972708013,9133.127451606197
00108,572,572,0,0.0,0,0.0,104.93216607478814,7025.754733102465
00109,385,385,125,0.3246753246753247,152,0.3948051948051948,49.368886436299064,2355.5782868998963
00110,165,165,0,0.0,0,0.0,154.73056637350018,7014.311880216004
00111,196,196,16,0.08163265306122448,56,0.2857142857142857,42.062745411660664,2777.588794336803
00112,257,257,0,0.0,0,0.0,75.4800965047471,4079.0824859383224
00113,57,57,8,0.14035087719298245,10,0.17543859649122806,66.5037159287536,3141.9235846903057
00114,401,401,92,0.22942643391521197,123,0.30673316708229426,43.723473244015004,2868.186078287493
00115,359,359,0,0.0,15,0.04178272980501393,60.072417756333515,3419.2360071733883
00116,254,254,0,0.0,0,0.0,282.534840205165,8931.23074533482
00117,403,403,0,0.0,0,0.0,121.18354715538965,5326.242673764537
00118,333,333,0,0.0,0,0.0,193.68737408840389,8677.260681017884
00119,365,365,0,0.0,0,0.0,80.32732795252885,4541.792194639137
00120,404,404,0,0.0,0,0.0,107.70365157493343,6139.863092882567
00121,394,394,0,0.0,0,0.0,113.23354954253233,6346.040070828703
00122,312,312,0,0.0,0,0.0,153.01292906099383,6475.5255495002675
00123,346,346,13,0.03757225433526012,99,0.2861271676300578,135.0252017590209,3534.802677584089
00124,403,403,145,0.3598014888337469,213,0.5285359801488834,30.55863915829415,2151.7884232040574
00125,307,307,177,0.5765472312703583,191,0.6221498371335505,22.017803360069017,1663.5136154686566
00126,122,122,0,0.0,0,0.0,115.72023047381698,5510.419891406791
00127,131,131,0,0.0,0,0.0,184.77888248753982,6285.401447682571
00128,388,388,0,0.0,7,0.01804123711340206,58.37565131708801,4387.1944067449385
00129,72,72,6,0.08333333333333333,20,0.2777777777777778,35.78200399332282,2668.021606449689
00130,263,263,0,0.0,0,0.0,142.43320208875124,4260.107602583763
00131,384,384,66,0.171875,75,0.1953125,172.9912321829092,4211.483871367091
00132,178,178,13,0.07303370786516854,30,0.16853932584269662,32.44083473229573,2988.586073419216
00133,161,161,3,0.018633540372670808,16,0.09937888198757763,40.51084360194554,3330.6705953670485
00134,196,196,130,0.6632653061224489,130,0.6632653061224489,12.041196578032858,1090.6341993994265
00135,344,344,4,0.011627906976744186,45,0.1308139534883721,45.58511180721982,2889.820807565108
00136,140,140,0,0.0,0,0.0,187.84096483000314,4856.2595182428395
00137,388,388,71,0.18298969072164947,177,0.45618556701030927,37.89295879465588,1896.0056318345746
00138,77,77,0,0.0,0,0.0,77.75604913528394,4819.401681096782
00139,123,123,0,0.0,0,0.0,78.52849295345162,4053.767475278874
00140,131,131,0,0.0,0,0.0,467.2982431132366,16698.228315537955
00141,121,121,0,0.0,0,0.0,164.21869566544848,6353.319603982059
00142,121,121,0,0.0,0,0.0,97.76122031533771,4900.5036375661375
00143,121,121,58,0.4793388429752066,111,0.9173553719008265,27.208710667655563,1895.4191329761325
00144,121,121,0,0.0,0,0.0,121.00376147220987,5514.8285750283485
00145,121,121,0,0.0,0,0.0,121.20693393641567,2951.5030155495683
00146,121,121,0,0.0,0,0.0,91.06764365287155,4419.183332174397
00147,121,121,0,0.0,0,0.0,537.2242101281836,15123.046009262702
00148,283,283,0,0.0,2,0.007067137809187279,115.67802132123778,4243.703109520924
00149,282,282,0,0.0,0,0.0,157.197317154291,4997.019325981319
00150,212,212,7,0.0330188679245283,14,0.0660377358490566,54.12002069314054,2796.1670754125726
00151,228,228,24,0.10526315789473684,44,0.19298245614035087,56.582432653748555,3377.598114400962
00152,282,282,0,0.0,0,0.0,533.8294638342941,10214.372766956974
00153,279,279,0,0.0,3,0.010752688172043012,60.51862096345403,3403.2727985092456
00154,281,281,1,0.0035587188612099642,17,0.060498220640569395,34.420044037091536,3312.8280816683045
00155,284,284,3,0.01056338028169014,14,0.04929577464788732,59.767270669056686,3403.068483235047
00156,283,283,0,0.0,1,0.0035335689045936395,79.66821025818986,4057.4593815410135
00157,350,350,0,0.0,1,0.002857142857142857,76.45063374736478,3456.7093598873444
00158,289,289,0,0.0,0,0.0,567.200653797252,17317.84434346965
00159,341,341,0,0.0,0,0.0,201.89153514924908,6716.1045604632245
00160,267,267,0,0.0,0,0.0,205.81190334181244,6067.324392331838
00161,315,315,0,0.0,0,0.0,84.96233597670877,4974.261859948844
00162,154,154,0,0.0,0,0.0,92.59237023978201,3756.4320454134445
00163,401,401,0,0.0,0,0.0,99.7497575061646,4769.8949794275695
00164,402,402,59,0.14676616915422885,123,0.30597014925373134,38.92131894408506,2535.9279011331314
00165,349,349,0,0.0,0,0.0,756.2139819594352,19667.956522647066
00166,347,347,0,0.0,0,0.0,114.4531873683105,7931.937997219757
00167,399,399,0,0.0,0,0.0,231.06406724141195,7680.598363424388
00168,400,400,0,0.0,0,0.0,177.2750581989806,6976.664962929575
00169,249,249,0,0.0,0,0.0,231.20076465088454,7353.9666461997285
00170,370,370,0,0.0,0,0.0,268.8869444418891,6965.073659771057
00171,277,277,0,0.0,0,0.0,107.16865995602956,5316.075198069392
00172,263,263,0,0.0,0,0.0,98.82997592351302,4875.7858102897435
00173,224,224,0,0.0,23,0.10267857142857142,59.010435336247255,2750.009125749293
00174,245,245,0,0.0,1,0.004081632653061225,183.0076487958916,5028.050890585242
00175,222,222,0,0.0,0,0.0,575.3491398284947,5854.589028098216
00176,386,386,0,0.0,0,0.0,285.33800529715404,5391.032281923146
00177,192,192,0,0.0,0,0.0,150.95121497945325,5187.100129309276
00178,741,741,0,0.0,0,0.0,77.84570110702343,3421.320615495366
00179,285,285,0,0.0,0,0.0,87.16303038699738,4971.866370052163
00180,409,409,0,0.0,0,0.0,153.30302873821185,7362.698256142854
00181,277,277,8,0.02888086642599278,13,0.04693140794223827,103.02338956275925,3797.65576421106
00182,357,357,0,0.0,0,0.0,128.57586760254927,5455.64720637528
00183,401,401,0,0.0,0,0.0,111.0400721451833,5724.828022935876
00184,178,178,0,0.0,0,0.0,100.27761513092128,7220.139428563525
00185,399,399,0,0.0,0,0.0,162.73247164720388,6226.96271697537
00186,402,402,0,0.0,0,0.0,269.250184337163,7320.670970342104
00187,337,337,0,0.0,0,0.0,84.31489644392612,4236.55589919682
00188,401,401,48,0.11970074812967581,132,0.32917705735660846,38.1554882458302,2598.503195816386
00189,404,404,0,0.0,0,0.0,189.2372391347614,7068.0414929812205
00190,344,344,7,0.020348837209302327,30,0.0872093023255814,71.68121604151179,2557.2436247072765
00191,403,403,0,0.0,1,0.0024813895781637717,75.116987298558,3337.5032015944366
00192,403,403,0,0.0,0,0.0,75.70156288431697,4234.42703139571
00193,404,404,4,0.009900990099009901,13,0.03217821782178218,99.10213103442943,4100.8554534598015
00194,422,422,0,0.0,0,0.0,221.93172048252947,5419.496174260077
00195,405,405,0,0.0,0,0.0,134.8995445629165,7304.274236681609
00196,403,403,1,0.0024813895781637717,2,0.004962779156327543,111.34084561469955,3613.0950311570537
00197,404,404,0,0.0,0,0.0,163.98963775824518,5612.944681098037
00198,323,323,0,0.0,0,0.0,183.6491738693037,4843.600568659128
00199,403,403,1,0.0024813895781637717,13,0.03225806451612903,59.05809250001701,2528.0671909033854
00200,390,390,0,0.0,0,0.0,129.73203062552216,4681.616015386313
00201,396,396,2,0.005050505050505051,5,0.012626262626262626,75.79911985462388,3906.4705649161797
00202,271,271,11,0.04059040590405904,66,0.24354243542435425,48.279893835420225,2446.8966435197126
00203,250,250,0,0.0,0,0.0,73.8242271732335,3213.447032413441
00204,145,145,0,0.0,0,0.0,157.93252693474616,6810.573230247344
00205,78,78,0,0.0,8,0.10256410256410256,38.90953246380951,3291.4234197633987
00206,80,80,0,0.0,0,0.0,63.42435743101729,3284.0624140400014
00207,72,72,15,0.20833333333333334,22,0.3055555555555556,39.26339292692556,3021.591010595871
00208,54,54,0,0.0,0,0.0,189.85589616848,8704.036751459338
00209,77,77,34,0.44155844155844154,41,0.5324675324675324,23.085351121000375,2123.5045106040366
00210,170,170,0,0.0,0,0.0,182.9085307193506,8720.681087059485
00211,194,194,0,0.0,0,0.0,72.03928395263233,3978.635969314797
00212,365,365,0,0.0,0,0.0,120.80099583020186,4800.661625811347
00213,117,117,62,0.5299145299145299,92,0.7863247863247863,20.487402264331728,1858.0483882295105
00214,201,201,1,0.004975124378109453,9,0.04477611940298507,67.14222088089059,2714.696747676912
00215,359,359,1,0.002785515320334262,14,0.03899721448467967,100.09794362011043,4492.292301338581
00216,71,71,16,0.22535211267605634,19,0.2676056338028169,71.2672772703882,3057.973984886458
00217,57,57,0,0.0,2,0.03508771929824561,51.808490731961285,3222.7433128986754
00218,52,52,0,0.0,3,0.057692307692307696,116.94155258708051,4804.633802009879
00219,56,56,0,0.0,0,0.0,184.73472570970554,5641.010137862934
00220,65,65,0,0.0,0,0.0,122.18508865446833,4798.617639289526
00221,204,204,0,0.0,0,0.0,106.47994179421761,6352.7617640448625
00222,186,186,0,0.0,0,0.0,86.35225127080193,4297.807950421617
00223,93,93,0,0.0,0,0.0,226.79007067140387,8004.67159006439
00224,272,272,7,0.025735294117647058,22,0.08088235294117647,62.23414479505108,3112.254000586314
00225,389,389,0,0.0,0,0.0,89.64243623880373,5259.337893954627
00226,277,277,11,0.039711191335740074,12,0.04332129963898917,157.32983935310048,8506.711939463803
00227,185,185,0,0.0,0,0.0,305.58922198673855,7613.617104796636
00228,400,400,9,0.0225,26,0.065,85.69734454479759,3115.718883841795
00229,164,164,8,0.04878048780487805,22,0.13414634146341464,32.600170183002874,3353.2019088304987
00230,63,63,0,0.0,0,0.0,277.79162072698057,8458.032328289975
00231,281,281,0,0.0,0,0.0,163.86124398780194,6109.109507248806
00232,359,359,0,0.0,0,0.0,113.19679340998995,4614.165228705329
00233,402,402,10,0.024875621890547265,43,0.10696517412935323,54.2317451911532,3378.5059463760795
00234,402,402,0,0.0,0,0.0,101.50418577966596,4956.0878695848805
00235,359,359,0,0.0,0,0.0,142.45042206088638,7455.362067284252
00236,359,359,6,0.016713091922005572,29,0.0807799442896936,45.53736302643759,3694.3767499479263
00237,342,342,0,0.0,0,0.0,99.92706094687756,5245.742941090322
00238,401,401,3,0.007481296758104738,28,0.06982543640897755,41.26583613583391,2872.569305791005
00239,403,403,0,0.0,0,0.0,54.75498427651644,4856.423155901484
00240,361,361,0,0.0,1,0.002770083102493075,68.89712919522863,3978.527074597816
00241,232,232,0,0.0,4,0.017241379310344827,78.63886780193566,3803.5126217482393
00242,155,155,0,0.0,27,0.17419354838709677,45.58115550789676,2095.5802297470254
00243,216,216,0,0.0,27,0.125,83.4110347399199,2742.4032069729546
00244,248,248,0,0.0,0,0.0,204.1284317802964,6205.9946306541615
00245,272,272,0,0.0,0,0.0,94.40059509050414,3217.527101096437
00246,270,270,0,0.0,14,0.05185185185185185,49.670149256206386,3274.675664703027
00247,265,265,0,0.0,0,0.0,124.91873402521023,6371.913987177605
00248,270,270,0,0.0,0,0.0,123.11169919198821,5034.78366669508
00249,274,274,0,0.0,0,0.0,179.5743988203657,5892.778148025065
00250,272,272,8,0.029411764705882353,38,0.13970588235294118,39.2866597372702,2883.830523881833
00251,272,272,15,0.05514705882352941,25,0.09191176470588236,57.24348525589346,4732.689839351905
00252,273,273,1,0.003663003663003663,14,0.05128205128205128,69.69718885836129,2836.621722485734
00253,229,229,0,0.0,0,0.0,83.97238349343489,4385.116638431131
00254,106,106,0,0.0,0,0.0,53.156557383875054,3935.778817427653
00255,140,140,0,0.0,0,0.0,326.0122515484534,12969.412305798418
00256,52,52,0,0.0,0,0.0,285.8540208529936,11987.171783257509
00257,256,256,0,0.0,0,0.0,156.8917090646829,5786.599293748354
00258,134,134,0,0.0,0,0.0,212.62590555586002,9121.009621788302
00259,90,90,0,0.0,0,0.0,186.1166234463947,8669.579638157527
00260,273,273,0,0.0,0,0.0,103.77732396305164,5566.397668026573
00261,52,52,0,0.0,0,0.0,95.82036381012358,5284.331392763776
00262,100,100,0,0.0,0,0.0,158.34921895453277,8870.973545431483
00263,232,232,110,0.47413793103448276,147,0.6336206896551724,28.170940828932217,1782.5619956279115
00264,233,233,82,0.351931330472103,141,0.6051502145922747,30.969872700111452,1918.5597613969255
00265,231,231,4,0.017316017316017316,30,0.12987012987012986,70.9949716941421,3098.8009182348146
00266,228,228,5,0.021929824561403508,31,0.13596491228070176,45.626905490058334,2640.3928319704064
00267,231,231,74,0.3203463203463203,129,0.5584415584415584,34.73812293963085,2070.3825992740667
00268,220,220,0,0.0,0,0.0,143.26397049236888,6534.526018532537
00269,233,233,124,0.5321888412017167,140,0.6008583690987125,25.134336196987533,1789.570481170937
00270,231,231,84,0.36363636363636365,125,0.5411255411255411,33.614221886528206,1967.3455828770118
00271,231,231,0,0.0,4,0.017316017316017316,80.85382933376302,3362.4876103768806
00272,231,231,0,0.0,1,0.004329004329004329,82.56226478168416,4212.159686427659
00273,230,230,0,0.0,3,0.013043478260869565,95.57418159359915,3758.5988653117956
00274,282,282,0,0.0,0,0.0,190.74315498222887,5247.867094801687
00275,110,110,0,0.0,0,0.0,146.66270695274045,5398.285314859893
00276,2,2,0,0.0,0,0.0,47.006829876250066,3321.2918721051105
00277,321,321,0,0.0,0,0.0,135.36928571199286,5208.797780539462
00278,134,134,0,0.0,0,0.0,66.88908490813668,4567.359569420732
00279,304,304,5,0.01644736842105263,59,0.19407894736842105,52.740565032349735,3215.158248948995
00280,401,401,0,0.0,0,0.0,473.1048286560141,14836.421810617274
00281,284,284,7,0.02464788732394366,143,0.5035211267605634,36.18045192249927,2077.891570675015
00282,309,309,2,0.006472491909385114,6,0.019417475728155338,159.47193550613673,4875.195465570762
00283,289,289,0,0.0,0,0.0,201.46146315649503,5974.007011792561
00284,307,307,0,0.0,0,0.0,137.64955243682778,4810.578046755751
00285,309,309,0,0.0,0,0.0,370.62362728755863,8437.624921584042
00286,310,310,0,0.0,0,0.0,261.20027411287833,7913.537418327893
00287,310,310,0,0.0,0,0.0,155.5121086215633,6904.372619624208
00288,135,135,0,0.0,0,0.0,261.36689882284634,7252.428384490406
00289,430,430,0,0.0,0,0.0,434.7533854155527,13023.519262183156
00290,430,430,1,0.002325581395348837,9,0.020930232558139535,91.48443179891981,2878.4945017371997
00291,430,430,0,0.0,0,0.0,141.64596612099422,5786.831100310153
00292,267,267,0,0.0,0,0.0,99.1448120657372,4520.755797712082
00293,427,427,0,0.0,0,0.0,99.52010932906461,4272.399304923459
00294,429,429,2,0.004662004662004662,11,0.02564102564102564,63.26644385163668,3188.920897484837
00295,431,431,0,0.0,0,0.0,216.94933147118542,10996.776966668935
00296,419,419,10,0.02386634844868735,18,0.04295942720763723,67.34286345627049,4675.142896897176
00297,419,419,0,0.0,2,0.00477326968973747,54.171201734815284,3105.3217349645574
00298,428,428,3,0.007009345794392523,17,0.0397196261682243,122.63538741276915,4040.4400437226013
00299,431,431,0,0.0,0,0.0,208.0152850050315,6207.943932703649
00300,407,407,0,0.0,0,0.0,141.08651156666616,6088.71123774185
00301,430,430,0,0.0,0,0.0,255.21075679713402,8019.696813795294
00302,430,430,0,0.0,0,0.0,113.19075410834823,4145.938761588199
00303,430,430,0,0.0,0,0.0,120.94515993664628,5564.087989472043
00304,417,417,0,0.0,0,0.0,91.79652973719463,5696.756378351978
00305,430,430,0,0.0,0,0.0,190.69583808119881,8698.351089897998
00306,421,421,0,0.0,0,0.0,91.24598148897128,5726.523158301095
00307,329,329,0,0.0,0,0.0,97.41586794469013,5891.460159726879
00308,62,62,0,0.0,0,0.0,206.7295143871804,6326.674294636743
00309,399,399,0,0.0,0,0.0,72.3734065669027,4746.842218918154
00310,255,255,4,0.01568627450980392,12,0.047058823529411764,55.60275728379815,2789.1949573906804
00311,397,397,3,0.007556675062972292,11,0.027707808564231738,148.45332824500696,4608.649743871204
00312,54,54,0,0.0,0,0.0,163.82113944108679,5365.533166073137
00313,191,191,0,0.0,0,0.0,74.30046258275198,6308.390318089322
00314,216,216,0,0.0,0,0.0,98.77703102302227,6390.158778008992
00315,70,70,0,0.0,0,0.0,92.40838036473605,6100.9253586582345
00316,194,194,0,0.0,0,0.0,116.40207007288618,7432.619386292459
00317,85,85,1,0.011764705882352941,10,0.11764705882352941,142.44741402847794,5141.401365928903
00318,52,52,0,0.0,0,0.0,195.56630769235647,6288.453410346699
00319,184,184,108,0.5869565217391305,128,0.6956521739130435,21.602658405845197,1673.6506659772567
00320,61,61,0,0.0,0,0.0,242.85090052364006,7090.1212108205555
00321,52,52,0,0.0,0,0.0,133.7378991694687,5442.197866400684
00322,273,273,0,0.0,0,0.0,133.59780967753954,6738.367028113774
00323,396,396,0,0.0,0,0.0,33.582025793256804,3871.0240371983186
00324,63,63,0,0.0,0,0.0,78.58496816226098,3509.700727763061
00325,52,52,0,0.0,0,0.0,153.56069497018242,4955.388438787821
00326,401,401,2,0.004987531172069825,8,0.0199501246882793,46.001969747956444,4290.361084422908
00327,395,395,0,0.0,2,0.005063291139240506,75.14862668864531,4775.412241691983
00328,250,250,42,0.168,103,0.412,33.334603966189945,2551.7539388945497
00329,305,305,0,0.0,0,0.0,160.19564740154894,6451.729208085714
00330,305,305,0,0.0,0,0.0,82.96890079898284,5084.906184265881
00331,275,275,0,0.0,1,0.0036363636363636364,167.42641352696697,5827.492524972625
00332,305,305,0,0.0,0,0.0,192.20271333418512,4956.441408114559
00333,306,306,0,0.0,0,0.0,109.2317408743234,2865.6883475105874
00334,305,305,0,0.0,0,0.0,137.48379567891237,5636.668361422339
00335,306,306,0,0.0,2,0.006535947712418301,92.94897948003133,3580.356182162585
00336,306,306,0,0.0,0,0.0,316.129971952273,7517.184792262795
00337,306,306,0,0.0,0,0.0,167.9311530781079,4657.80721627013
00338,305,305,1,0.003278688524590164,45,0.14754098360655737,53.36305865571016,2564.949208470824
00339,303,303,0,0.0,0,0.0,257.52643917612187,8237.171331886891
00340,303,303,3,0.009900990099009901,14,0.0462046204620462,76.50174694038039,3210.9988880201545
